date,%-close,value,Target
2015-12,GOOGL-close,762.85,1.0
2016-01,GOOGL-close,778.01,1.0
2016-02,GOOGL-close,761.35,0.0
2016-03,GOOGL-close,717.22,0.0
2016-04,GOOGL-close,762.9,1.0
2016-05,GOOGL-close,707.88,0.0
2016-06,GOOGL-close,748.85,1.0
2016-07,GOOGL-close,703.53,0.0
2016-08,GOOGL-close,791.34,1.0
2016-09,GOOGL-close,789.85,0.0
2016-10,GOOGL-close,804.06,1.0
2016-11,GOOGL-close,809.9,1.0
2016-12,GOOGL-close,775.88,0.0
2017-01,GOOGL-close,792.45,1.0
2017-02,GOOGL-close,820.19,1.0
2017-03,GOOGL-close,844.93,1.0
2017-04,GOOGL-close,847.8,1.0
2017-05,GOOGL-close,924.52,1.0
2017-06,GOOGL-close,987.09,1.0
2017-07,GOOGL-close,929.68,0.0
2017-08,GOOGL-close,945.5,1.0
2017-09,GOOGL-close,955.24,1.0
2017-10,GOOGL-close,973.72,1.0
2017-11,GOOGL-close,1033.04,1.0
2017-12,GOOGL-close,1036.17,1.0
2018-01,GOOGL-close,1053.4,1.0
2018-02,GOOGL-close,1182.22,1.0
2018-03,GOOGL-close,1103.92,0.0
2018-04,GOOGL-close,1037.14,0.0
2018-05,GOOGL-close,1018.58,0.0
2018-06,GOOGL-close,1100.0,1.0
2018-07,GOOGL-close,1129.19,1.0
2018-08,GOOGL-close,1227.22,1.0
2018-09,GOOGL-close,1231.8,1.0
2018-10,GOOGL-close,1207.08,0.0
2018-11,GOOGL-close,1090.58,0.0
2018-12,GOOGL-close,1109.65,1.0
2019-01,GOOGL-close,1044.96,0.0
2019-02,GOOGL-close,1125.89,1.0
2019-03,GOOGL-close,1126.55,1.0
2019-04,GOOGL-close,1176.89,1.0
2019-05,GOOGL-close,1198.96,1.0
2019-06,GOOGL-close,1106.5,0.0
2019-07,GOOGL-close,1082.8,0.0
2019-08,GOOGL-close,1218.2,1.0
2019-09,GOOGL-close,1190.53,0.0
2019-10,GOOGL-close,1221.14,1.0
2019-11,GOOGL-close,1258.8,1.0
2019-12,GOOGL-close,1304.09,1.0
2020-01,GOOGL-close,1339.39,1.0
2020-02,GOOGL-close,1432.78,1.0
2020-03,GOOGL-close,1339.25,0.0
2020-04,GOOGL-close,1161.95,0.0
2020-05,GOOGL-close,1346.7,1.0
2020-06,GOOGL-close,1433.52,1.0
2020-07,GOOGL-close,1418.05,0.0
2020-08,GOOGL-close,1487.95,1.0
2020-09,GOOGL-close,1629.53,1.0
2020-10,GOOGL-close,1465.6,0.0
2020-11,GOOGL-close,1616.11,1.0
2020-12,GOOGL-close,1754.4,1.0
2021-01,GOOGL-close,1752.64,0.0
2021-02,GOOGL-close,1827.36,1.0
2021-03,GOOGL-close,2021.91,1.0
2021-04,GOOGL-close,2062.52,1.0
2021-05,GOOGL-close,2353.5,1.0
2021-06,GOOGL-close,2356.85,1.0
2021-07,GOOGL-close,2441.79,1.0
2021-08,GOOGL-close,2694.53,1.0
2021-09,GOOGL-close,2893.95,1.0
2021-10,GOOGL-close,2673.52,0.0
2021-11,GOOGL-close,2960.92,1.0
2021-12,GOOGL-close,2837.95,0.0
2022-01,GOOGL-close,2897.04,1.0
2022-02,GOOGL-close,2706.07,0.0
2022-03,GOOGL-close,2701.14,0.0
2022-04,GOOGL-close,2781.35,1.0
2015-04,GOOGL-close,2553.53,0.0
2015-05,GOOG-close,537.34,0.0
2015-06,GOOG-close,532.11,0.0
2015-07,GOOG-close,520.51,0.0
2015-08,GOOG-close,625.61,1.0
2015-09,GOOG-close,618.25,0.0
2015-10,GOOG-close,608.42,0.0
2015-11,GOOG-close,710.81,1.0
2015-12,GOOG-close,742.6,1.0
2016-01,GOOG-close,758.88,1.0
2016-02,GOOG-close,742.95,0.0
2016-03,GOOG-close,697.77,0.0
2016-04,GOOG-close,744.95,1.0
2016-05,GOOG-close,693.01,0.0
2016-06,GOOG-close,735.72,1.0
2016-07,GOOG-close,692.1,0.0
2016-08,GOOG-close,768.79,1.0
2016-09,GOOG-close,767.05,0.0
2016-10,GOOG-close,777.29,1.0
2016-11,GOOG-close,784.54,1.0
2016-12,GOOG-close,758.04,0.0
2017-01,GOOG-close,771.82,1.0
2017-02,GOOG-close,796.79,1.0
2017-03,GOOG-close,823.21,1.0
2017-04,GOOG-close,829.56,1.0
2017-05,GOOG-close,905.96,1.0
2017-06,GOOG-close,964.86,1.0
2017-07,GOOG-close,908.73,0.0
2017-08,GOOG-close,930.5,1.0
2017-09,GOOG-close,939.33,1.0
2017-10,GOOG-close,959.11,1.0
2017-11,GOOG-close,1016.64,1.0
2017-12,GOOG-close,1021.41,1.0
2018-01,GOOG-close,1046.4,1.0
2018-02,GOOG-close,1169.94,1.0
2018-03,GOOG-close,1104.73,0.0
2018-04,GOOG-close,1031.79,0.0
2018-05,GOOG-close,1017.33,0.0
2018-06,GOOG-close,1084.99,1.0
