,date,%-close_x,value,string-date_x,combined,Date,%-close_y,EPS,string-date_y
3280,2019-06-28,GE-close,83.0618,2019-06-28,2019-06-28_GE-close,2019-06-28,GE-close,2.25,2019-06-28
3281,2019-07-31,GE-close,82.6663,2019-07-31,2019-07-31_GE-close,2019-07-31,GE-close,3.17,2019-07-31
3282,2019-08-30,GE-close,65.2628,2019-08-30,2019-08-30_GE-close,2019-08-30,GE-close,3.17,2019-08-30
3283,2019-09-30,GE-close,70.7969,2019-09-30,2019-09-30_GE-close,2019-09-30,GE-close,2.68,2019-09-30
3284,2019-10-31,GE-close,79.0328,2019-10-31,2019-10-31_GE-close,2019-10-31,GE-close,2.68,2019-10-31
3285,2019-11-29,GE-close,89.2485,2019-11-29,2019-11-29_GE-close,2019-11-29,GE-close,2.68,2019-11-29
3286,2019-12-31,GE-close,88.4575,2019-12-31,2019-12-31_GE-close,2019-12-31,GE-close,4.71,2019-12-31
3287,2020-01-31,GE-close,98.6824,2020-01-31,2020-01-31_GE-close,2020-01-31,GE-close,4.71,2020-01-31
3288,2020-02-28,GE-close,86.2381,2020-02-28,2020-02-28_GE-close,2020-02-28,GE-close,4.71,2020-02-28
3289,2020-03-31,GE-close,63.0018,2020-03-31,2020-03-31_GE-close,2020-03-31,GE-close,1.84,2020-03-31
3290,2020-04-30,GE-close,53.9562,2020-04-30,2020-04-30_GE-close,2020-04-30,GE-close,1.84,2020-04-30
3291,2020-05-29,GE-close,52.1312,2020-05-29,2020-05-29_GE-close,2020-05-29,GE-close,1.84,2020-05-29
3292,2020-06-30,GE-close,54.2778,2020-06-30,2020-06-30_GE-close,2020-06-30,GE-close,2.18,2020-06-30
3293,2020-07-31,GE-close,48.2381,2020-07-31,2020-07-31_GE-close,2020-07-31,GE-close,2.18,2020-07-31
3294,2020-08-31,GE-close,50.3838,2020-08-31,2020-08-31_GE-close,2020-08-31,GE-close,2.18,2020-08-31
3295,2020-09-30,GE-close,49.5907,2020-09-30,2020-09-30_GE-close,2020-09-30,GE-close,2.58,2020-09-30
3296,2020-10-30,GE-close,59.0631,2020-10-30,2020-10-30_GE-close,2020-10-30,GE-close,2.58,2020-10-30
3297,2020-11-30,GE-close,81.0326,2020-11-30,2020-11-30_GE-close,2020-11-30,GE-close,2.58,2020-11-30
3298,2020-12-31,GE-close,86.0473,2020-12-31,2020-12-31_GE-close,2020-12-31,GE-close,2.07,2020-12-31
3299,2021-01-29,GE-close,85.0912,2021-01-29,2021-01-29_GE-close,2021-01-29,GE-close,2.07,2021-01-29
3300,2021-02-26,GE-close,99.9105,2021-02-26,2021-02-26_GE-close,2021-02-26,GE-close,2.07,2021-02-26
3301,2021-03-31,GE-close,104.6882,2021-03-31,2021-03-31_GE-close,2021-03-31,GE-close,1.77,2021-03-31
3302,2021-04-30,GE-close,104.6084,2021-04-30,2021-04-30_GE-close,2021-04-30,GE-close,1.77,2021-04-30
3303,2021-05-28,GE-close,112.1032,2021-05-28,2021-05-28_GE-close,,,,
3304,2021-06-30,GE-close,107.4009,2021-06-30,2021-06-30_GE-close,2021-06-30,GE-close,2.33,2021-06-30
3305,2021-07-30,GE-close,103.3314,2021-07-30,2021-07-30_GE-close,2021-07-30,GE-close,2.33,2021-07-30
3306,2021-08-31,GE-close,105.1367,2021-08-31,2021-08-31_GE-close,2021-08-31,GE-close,2.33,2021-08-31
3307,2021-09-30,GE-close,102.8421,2021-09-30,2021-09-30_GE-close,2021-09-30,GE-close,2.52,2021-09-30
3308,2021-10-29,GE-close,104.6788,2021-10-29,2021-10-29_GE-close,2021-10-29,GE-close,2.52,2021-10-29
3309,2021-11-30,GE-close,94.8168,2021-11-30,2021-11-30_GE-close,2021-11-30,GE-close,2.52,2021-11-30
3310,2021-12-31,GE-close,94.3816,2021-12-31,2021-12-31_GE-close,2021-12-31,GE-close,3.35,2021-12-31
3311,2022-01-31,GE-close,94.3916,2022-01-31,2022-01-31_GE-close,,,,
3312,2022-02-28,GE-close,95.4206,2022-02-28,2022-02-28_GE-close,,,,
3313,2022-03-31,GE-close,91.5,2022-03-31,2022-03-31_GE-close,,,,
3314,2022-04-18,GE-close,90.4,2022-04-18,2022-04-18_GE-close,,,,
3315,2015-04-30,MCD-close,80.3985,2015-04-30,2015-04-30_MCD-close,2015-04-30,MCD-close,2.91,2015-04-30
3316,2015-05-29,MCD-close,80.586,2015-05-29,2015-05-29_MCD-close,2015-05-29,MCD-close,2.91,2015-05-29
3317,2015-06-30,MCD-close,79.8636,2015-06-30,2015-06-30_MCD-close,2015-06-30,MCD-close,3.84,2015-06-30
3318,2015-07-31,MCD-close,83.8874,2015-07-31,2015-07-31_MCD-close,2015-07-31,MCD-close,3.84,2015-07-31
3319,2015-08-31,MCD-close,80.5265,2015-08-31,2015-08-31_MCD-close,2015-08-31,MCD-close,3.84,2015-08-31
3320,2015-09-30,MCD-close,83.5011,2015-09-30,2015-09-30_MCD-close,2015-09-30,MCD-close,3.34,2015-09-30
3321,2015-10-30,MCD-close,95.1284,2015-10-30,2015-10-30_MCD-close,2015-10-30,MCD-close,3.34,2015-10-30
3322,2015-11-30,MCD-close,97.5008,2015-11-30,2015-11-30_MCD-close,2015-11-30,MCD-close,3.34,2015-11-30
3323,2015-12-31,MCD-close,100.9,2015-12-31,2015-12-31_MCD-close,2015-12-31,MCD-close,4.84,2015-12-31
3324,2016-01-29,MCD-close,105.717,2016-01-29,2016-01-29_MCD-close,2016-01-29,MCD-close,4.84,2016-01-29
3325,2016-02-29,MCD-close,100.8496,2016-02-29,2016-02-29_MCD-close,2016-02-29,MCD-close,4.84,2016-02-29
3326,2016-03-31,MCD-close,108.1558,2016-03-31,2016-03-31_MCD-close,2016-03-31,MCD-close,2.35,2016-03-31
3327,2016-04-29,MCD-close,108.8529,2016-04-29,2016-04-29_MCD-close,2016-04-29,MCD-close,2.35,2016-04-29
3328,2016-05-31,MCD-close,105.0406,2016-05-31,2016-05-31_MCD-close,2016-05-31,MCD-close,2.35,2016-05-31
3329,2016-06-30,MCD-close,104.3211,2016-06-30,2016-06-30_MCD-close,2016-06-30,MCD-close,2.95,2016-06-30
3330,2016-07-29,MCD-close,101.9892,2016-07-29,2016-07-29_MCD-close,2016-07-29,MCD-close,2.95,2016-07-29
3331,2016-08-31,MCD-close,101.0376,2016-08-31,2016-08-31_MCD-close,2016-08-31,MCD-close,2.95,2016-08-31
3332,2016-09-30,MCD-close,100.7755,2016-09-30,2016-09-30_MCD-close,2016-09-30,MCD-close,3.29,2016-09-30
3333,2016-10-31,MCD-close,98.3382,2016-10-31,2016-10-31_MCD-close,2016-10-31,MCD-close,3.29,2016-10-31
3334,2016-11-30,MCD-close,105.0028,2016-11-30,2016-11-30_MCD-close,2016-11-30,MCD-close,3.29,2016-11-30
3335,2016-12-30,MCD-close,107.1597,2016-12-30,2016-12-30_MCD-close,2016-12-30,MCD-close,3.29,2016-12-30
3336,2017-01-31,MCD-close,107.908,2017-01-31,2017-01-31_MCD-close,2017-01-31,MCD-close,5.01,2017-01-31
3337,2017-02-28,MCD-close,113.2122,2017-02-28,2017-02-28_MCD-close,2017-02-28,MCD-close,5.01,2017-02-28
3338,2017-03-31,MCD-close,114.9505,2017-03-31,2017-03-31_MCD-close,2017-03-31,MCD-close,2.38,2017-03-31
3339,2017-04-28,MCD-close,124.1033,2017-04-28,2017-04-28_MCD-close,2017-04-28,MCD-close,2.38,2017-04-28
3340,2017-05-31,MCD-close,133.8236,2017-05-31,2017-05-31_MCD-close,2017-05-31,MCD-close,2.38,2017-05-31
3341,2017-06-30,MCD-close,136.6748,2017-06-30,2017-06-30_MCD-close,2017-06-30,MCD-close,2.97,2017-06-30
3342,2017-07-31,MCD-close,138.4417,2017-07-31,2017-07-31_MCD-close,2017-07-31,MCD-close,2.97,2017-07-31
3343,2017-08-31,MCD-close,143.5929,2017-08-31,2017-08-31_MCD-close,2017-08-31,MCD-close,2.97,2017-08-31
3344,2017-09-29,MCD-close,140.6398,2017-09-29,2017-09-29_MCD-close,2017-09-29,MCD-close,2.97,2017-09-29
3345,2017-10-31,MCD-close,149.8224,2017-10-31,2017-10-31_MCD-close,2017-10-31,MCD-close,3.3,2017-10-31
