,date,%-close,value
3523,2002-02-28,BRK.B-close,48.5
3524,2002-03-28,BRK.B-close,47.38
3525,2002-04-30,BRK.B-close,48.66
3526,2002-05-31,BRK.B-close,49.44
3527,2002-06-28,BRK.B-close,44.68
3528,2002-07-31,BRK.B-close,45.74
3529,2002-08-30,BRK.B-close,48.8
3530,2002-09-30,BRK.B-close,49.3
3531,2002-10-31,BRK.B-close,49.2
3532,2002-11-29,BRK.B-close,48.22
3533,2002-12-31,BRK.B-close,48.46
3534,2003-01-31,BRK.B-close,44.48
3535,2003-02-28,BRK.B-close,41.3
3536,2003-03-31,BRK.B-close,42.74
3537,2003-04-30,BRK.B-close,46.64
3538,2003-05-30,BRK.B-close,47.48
3539,2003-06-30,BRK.B-close,48.6
3540,2003-07-31,BRK.B-close,48.06
3541,2003-08-29,BRK.B-close,50.6
3542,2003-09-30,BRK.B-close,49.92
3543,2003-10-31,BRK.B-close,51.85
3544,2003-11-28,BRK.B-close,56.02
3545,2003-12-31,BRK.B-close,56.3
3546,2004-01-30,BRK.B-close,59.62
3547,2004-02-27,BRK.B-close,62.66
3548,2004-03-31,BRK.B-close,62.2202
3549,2004-04-30,BRK.B-close,62.38
3550,2004-05-28,BRK.B-close,59.44
3551,2004-06-30,BRK.B-close,59.1
3552,2004-07-30,BRK.B-close,57.88
3553,2004-08-31,BRK.B-close,57.88
3554,2004-09-30,BRK.B-close,57.42
3555,2004-10-29,BRK.B-close,56.08
3556,2004-11-30,BRK.B-close,55.6
3557,2004-12-31,BRK.B-close,58.72
3558,2005-01-31,BRK.B-close,59.8822
3559,2005-02-28,BRK.B-close,60.3
3560,2005-03-31,BRK.B-close,57.12
3561,2005-04-29,BRK.B-close,55.9602
3562,2005-05-31,BRK.B-close,56.2
3563,2005-06-30,BRK.B-close,55.67
3564,2005-07-29,BRK.B-close,55.64
3565,2005-08-31,BRK.B-close,55.52
3566,2005-09-30,BRK.B-close,54.62
3567,2005-10-31,BRK.B-close,56.3
3568,2005-11-30,BRK.B-close,59.1
3569,2005-12-30,BRK.B-close,58.71
3570,2006-01-31,BRK.B-close,58.64
3571,2006-02-28,BRK.B-close,57.76
3572,2006-03-31,BRK.B-close,60.24
3573,2006-04-28,BRK.B-close,59.04
3574,2006-05-31,BRK.B-close,61.38
3575,2006-06-30,BRK.B-close,60.86
3576,2006-07-31,BRK.B-close,60.94
3577,2006-08-31,BRK.B-close,64.07
3578,2006-09-29,BRK.B-close,63.48
3579,2006-10-31,BRK.B-close,70.3
3580,2006-11-30,BRK.B-close,71.1
3581,2006-12-29,BRK.B-close,73.32
3582,2007-01-31,BRK.B-close,73.347
3583,2007-02-28,BRK.B-close,70.46
3584,2007-03-30,BRK.B-close,72.8
3585,2007-04-30,BRK.B-close,72.56
3586,2007-05-31,BRK.B-close,72.5
3587,2007-06-29,BRK.B-close,72.1
3588,2007-07-31,BRK.B-close,72.08
3589,2007-08-31,BRK.B-close,77.8
3590,2007-09-28,BRK.B-close,79.04
3591,2007-10-31,BRK.B-close,88.28
3592,2007-11-30,BRK.B-close,93.8
3593,2007-12-31,BRK.B-close,94.72
3594,2008-01-31,BRK.B-close,91.0
3595,2008-02-29,BRK.B-close,93.49
3596,2008-03-31,BRK.B-close,89.46
3597,2008-04-30,BRK.B-close,89.14
3598,2008-05-30,BRK.B-close,89.96
3599,2008-06-30,BRK.B-close,80.24
3600,2008-07-31,BRK.B-close,76.58
3601,2008-08-29,BRK.B-close,78.04
3602,2008-09-30,BRK.B-close,87.9
3603,2008-10-31,BRK.B-close,76.8
3604,2008-11-28,BRK.B-close,69.98
3605,2008-12-31,BRK.B-close,64.28
3606,2009-01-30,BRK.B-close,59.78
3607,2009-02-27,BRK.B-close,51.28
3608,2009-03-31,BRK.B-close,56.4
3609,2009-04-30,BRK.B-close,61.3
3610,2009-05-29,BRK.B-close,59.44
3611,2009-06-30,BRK.B-close,57.9146
3612,2009-07-31,BRK.B-close,63.61
3613,2009-08-31,BRK.B-close,65.72
3614,2009-09-30,BRK.B-close,66.46
3615,2009-10-30,BRK.B-close,65.66
3616,2009-11-30,BRK.B-close,67.06
3617,2009-12-31,BRK.B-close,65.72
3618,2010-01-29,BRK.B-close,76.43
3619,2010-02-26,BRK.B-close,80.13
3620,2010-03-31,BRK.B-close,81.27
3621,2010-04-30,BRK.B-close,77.0
3622,2010-05-28,BRK.B-close,70.55
3623,2010-06-30,BRK.B-close,79.69
3624,2010-07-30,BRK.B-close,78.12
3625,2010-08-31,BRK.B-close,78.78
3626,2010-09-30,BRK.B-close,82.68
3627,2010-10-29,BRK.B-close,79.56
3628,2010-11-30,BRK.B-close,79.68
3629,2010-12-31,BRK.B-close,80.11
3630,2011-01-31,BRK.B-close,81.75
3631,2011-02-28,BRK.B-close,87.28
3632,2011-03-31,BRK.B-close,83.63
3633,2011-04-29,BRK.B-close,83.3
3634,2011-05-31,BRK.B-close,79.07
3635,2011-06-30,BRK.B-close,77.39
3636,2011-07-29,BRK.B-close,74.17
3637,2011-08-31,BRK.B-close,73.0
3638,2011-09-30,BRK.B-close,71.04
3639,2011-10-31,BRK.B-close,77.86
3640,2011-11-30,BRK.B-close,78.76
3641,2011-12-30,BRK.B-close,76.3
3642,2012-01-31,BRK.B-close,78.37
3643,2012-02-29,BRK.B-close,78.45
3644,2012-03-30,BRK.B-close,81.15
3645,2012-04-30,BRK.B-close,80.45
3646,2012-05-31,BRK.B-close,79.36
3647,2012-06-29,BRK.B-close,83.33
3648,2012-07-31,BRK.B-close,84.84
3649,2012-08-31,BRK.B-close,84.34
3650,2012-09-28,BRK.B-close,88.2
3651,2012-10-31,BRK.B-close,86.35
3652,2012-11-30,BRK.B-close,88.08
3653,2012-12-31,BRK.B-close,89.7
3654,2013-01-31,BRK.B-close,96.93
3655,2013-02-28,BRK.B-close,102.16
3656,2013-03-28,BRK.B-close,104.2
3657,2013-04-30,BRK.B-close,106.32
3658,2013-05-31,BRK.B-close,114.07
3659,2013-06-28,BRK.B-close,111.92
3660,2013-07-31,BRK.B-close,115.87
3661,2013-08-30,BRK.B-close,111.22
3662,2013-09-30,BRK.B-close,113.51
3663,2013-10-31,BRK.B-close,115.09
3664,2013-11-29,BRK.B-close,116.53
3665,2013-12-31,BRK.B-close,118.56
3666,2014-01-31,BRK.B-close,111.6
3667,2014-02-28,BRK.B-close,115.78
3668,2014-03-31,BRK.B-close,124.97
3669,2014-04-30,BRK.B-close,128.85
3670,2014-05-30,BRK.B-close,128.34
3671,2014-06-30,BRK.B-close,126.56
3672,2014-07-31,BRK.B-close,125.43
3673,2014-08-29,BRK.B-close,137.25
3674,2014-09-30,BRK.B-close,138.14
3675,2014-10-31,BRK.B-close,140.16
3676,2014-11-28,BRK.B-close,148.69
3677,2014-12-31,BRK.B-close,150.15
3678,2015-01-30,BRK.B-close,143.91
3679,2015-02-27,BRK.B-close,147.41
3680,2015-03-31,BRK.B-close,144.32
3681,2015-04-30,BRK.B-close,141.21
3682,2015-05-29,BRK.B-close,143.0
3683,2015-06-30,BRK.B-close,136.11
3684,2015-07-31,BRK.B-close,142.74
3685,2015-08-31,BRK.B-close,134.04
3686,2015-09-30,BRK.B-close,130.4
3687,2015-10-30,BRK.B-close,136.02
3688,2015-11-30,BRK.B-close,134.09
3689,2015-12-31,BRK.B-close,132.04
3690,2016-01-29,BRK.B-close,129.77
3691,2016-02-29,BRK.B-close,134.17
3692,2016-03-31,BRK.B-close,141.88
