date,%-close,value,EPS,Target,treausry_yield,inflation_expectation,sp500_return,unemployment_rate,consumer_sentiment
2015-06,AAPL-close,28.5798,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,GOOGL-close,540.04,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,GOOG-close,520.51,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,MSFT-close,39.347,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,AMZN-close,434.09,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,FB-close,85.765,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,JPM-close,55.8916,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,JNJ-close,81.2949,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,XOM-close,60.0524,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,BAC-close,14.9759,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,WMT-close,61.12,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,WFC-close,46.1351,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,V-close,64.2077,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,BRK.B-close,136.11,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,T-close,17.6667,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,HD-close,95.4,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,CVX-close,71.3652,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,UNH-close,109.9823,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,INTC-close,25.3501,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,PFE-close,24.7755,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,VZ-close,33.9841,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,PG-close,64.1918,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,BA-close,122.8077,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,ORCL-close,36.0431,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,CSCO-close,22.074,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,C-close,47.3559,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,KO-close,31.5132,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,MA-close,89.5741,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,CMCSA-close,26.4175,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,ABBV-close,49.581,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,PEP-close,76.6223,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,DIS-close,106.3891,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,PM-close,56.6682,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,MRK-close,43.9321,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,IBM-close,115.5703,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,MMM-close,126.2052,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,NVDA-close,4.8757,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,GE-close,181.1361,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,MCD-close,79.8636,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,AMGN-close,127.1791,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,MO-close,33.1883,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,NFLX-close,93.8485,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,HON-close,85.0593,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,MDT-close,64.0134,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,GILD-close,93.6115,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,NKE-close,50.3102,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,UTX-close,46.7813,3.84,0.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,BMY-close,54.4329,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-06,ABT-close,43.0437,3.84,1.0,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581
2015-07,AAPL-close,27.6398,3.84,0.0,-0.029761904761904767,0.03703703703703698,-0.061344633717262176,-0.01886792452830177,-0.031217481789802326
2015-07,GOOGL-close,657.5,3.84,1.0,-0.029761904761904767,0.03703703703703698,-0.061344633717262176,-0.01886792452830177,-0.031217481789802326
2015-07,GOOG-close,625.61,3.84,1.0,-0.029761904761904767,0.03703703703703698,-0.061344633717262176,-0.01886792452830177,-0.031217481789802326
2015-07,MSFT-close,41.6196,3.84,1.0,-0.029761904761904767,0.03703703703703698,-0.061344633717262176,-0.01886792452830177,-0.031217481789802326
2015-07,AMZN-close,536.15,3.84,1.0,-0.029761904761904767,0.03703703703703698,-0.061344633717262176,-0.01886792452830177,-0.031217481789802326
2015-07,FB-close,94.01,3.84,1.0,-0.029761904761904767,0.03703703703703698,-0.061344633717262176,-0.01886792452830177,-0.031217481789802326
2015-07,JPM-close,56.8922,3.84,1.0,-0.029761904761904767,0.03703703703703698,-0.061344633717262176,-0.01886792452830177,-0.031217481789802326
2015-07,JNJ-close,83.5888,3.84,1.0,-0.029761904761904767,0.03703703703703698,-0.061344633717262176,-0.01886792452830177,-0.031217481789802326
2015-07,XOM-close,57.1725,3.84,0.0,-0.029761904761904767,0.03703703703703698,-0.061344633717262176,-0.01886792452830177,-0.031217481789802326
2015-07,BAC-close,15.7326,3.84,1.0,-0.029761904761904767,0.03703703703703698,-0.061344633717262176,-0.01886792452830177,-0.031217481789802326
2015-07,WMT-close,62.0248,3.84,1.0,-0.029761904761904767,0.03703703703703698,-0.061344633717262176,-0.01886792452830177,-0.031217481789802326
2015-07,WFC-close,47.4722,3.84,1.0,-0.029761904761904767,0.03703703703703698,-0.061344633717262176,-0.01886792452830177,-0.031217481789802326
2015-07,V-close,72.0389,3.84,1.0,-0.029761904761904767,0.03703703703703698,-0.061344633717262176,-0.01886792452830177,-0.031217481789802326
