date,EPS,treausry_yield,inflation_expectation,sp500_return,unemployment_rate,consumer_sentiment,%-close_AAPL-close,%-close_ABBV-close,%-close_ABT-close,%-close_AMGN-close,%-close_AMZN-close,%-close_BA-close,%-close_BAC-close,%-close_BMY-close,%-close_BRK.B-close,%-close_C-close,%-close_CMCSA-close,%-close_CSCO-close,%-close_CVX-close,%-close_DIS-close,%-close_DWDP-close,%-close_FB-close,%-close_GE-close,%-close_GILD-close,%-close_GOOG-close,%-close_GOOGL-close,%-close_HD-close,%-close_HON-close,%-close_IBM-close,%-close_INTC-close,%-close_JNJ-close,%-close_JPM-close,%-close_KO-close,%-close_MA-close,%-close_MCD-close,%-close_MDT-close,%-close_MMM-close,%-close_MO-close,%-close_MRK-close,%-close_MSFT-close,%-close_NFLX-close,%-close_NKE-close,%-close_NVDA-close,%-close_ORCL-close,%-close_PEP-close,%-close_PFE-close,%-close_PG-close,%-close_PM-close,%-close_T-close,%-close_UNH-close,%-close_UTX-close,%-close_V-close,%-close_VZ-close,%-close_WFC-close,%-close_WMT-close,%-close_XOM-close,Target,value
2015-06,3.84,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5798
2015-06,3.84,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.04
2015-06,3.84,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.51
2015-06,3.84,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.347
2015-06,3.84,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,434.09
2015-06,3.84,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.765
2015-06,3.84,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.8916
2015-06,3.84,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.2949
2015-06,3.84,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0524
2015-06,3.84,0.09090909090909083,-0.03571428571428559,0.02214775625417853,-0.05357142857142849,0.05953693495038581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.9759
