,4b. close (USD),5. volume,6. market cap (USD)
2021-11-16,588.70000000,2200954.90300000,2200954.90300000
2021-11-15,633.80000000,953989.63400000,953989.63400000
2021-11-14,650.80000000,933689.13900000,933689.13900000
2021-11-13,649.50000000,900107.75700000,900107.75700000
2021-11-12,626.90000000,1012909.08800000,1012909.08800000
2021-11-11,628.40000000,1019740.94900000,1019740.94900000
2021-11-10,614.10000000,1814654.08600000,1814654.08600000
2021-11-09,635.00000000,879119.39800000,879119.39800000
2021-11-08,653.50000000,1290096.38400000,1290096.38400000
2021-11-07,649.60000000,1476373.24870000,1476373.24870000
2021-11-06,637.70000000,1366385.95700000,1366385.95700000
2021-11-05,607.30000000,1989945.54330000,1989945.54330000
2021-11-04,558.70000000,1052950.03300000,1052950.03300000
2021-11-03,568.40000000,1262766.59960000,1262766.59960000
2021-11-02,554.40000000,1153919.13990000,1153919.13990000
2021-11-01,551.30000000,1274272.08510000,1274272.08510000
2021-10-31,524.60000000,1018991.81900000,1018991.81900000
2021-10-30,528.30000000,1095033.12640000,1095033.12640000
2021-10-29,530.30000000,1411851.43940000,1411851.43940000
2021-10-28,491.90000000,1523900.00600000,1523900.00600000
2021-10-27,448.70000000,1370950.21400000,1370950.21400000
2021-10-26,478.10000000,702610.18400000,702610.18400000
2021-10-25,485.10000000,632116.76100000,632116.76100000
2021-10-24,475.80000000,590939.03100000,590939.03100000
2021-10-23,485.50000000,521970.79500000,521970.79500000
2021-10-22,479.30000000,1118876.63800000,1118876.63800000
2021-10-21,470.90000000,1851835.92900000,1851835.92900000
2021-10-20,501.30000000,946412.94000000,946412.94000000
2021-10-19,488.10000000,912494.96900000,912494.96900000
2021-10-18,484.90000000,1091006.03100000,1091006.03100000
2021-10-17,470.90000000,890609.84900000,890609.84900000
2021-10-16,465.80000000,1040477.57100000,1040477.57100000
2021-10-15,474.50000000,1508188.78700000,1508188.78700000
2021-10-14,472.70000000,1431305.92500000,1431305.92500000
2021-10-13,470.80000000,3383303.43900000,3383303.43900000
2021-10-12,444.20000000,1966630.18300000,1966630.18300000
2021-10-11,413.10000000,759924.88400000,759924.88400000
2021-10-10,404.10000000,729380.96300000,729380.96300000
2021-10-09,421.90000000,632123.52600000,632123.52600000
2021-10-08,419.20000000,1505999.18800000,1505999.18800000
2021-10-07,438.50000000,1159098.74470000,1159098.74470000
2021-10-06,434.90000000,1245088.68300000,1245088.68300000
2021-10-05,442.10000000,883699.82800000,883699.82800000
2021-10-04,426.30000000,974423.35900000,974423.35900000
2021-10-03,430.50000000,820910.79200000,820910.79200000
2021-10-02,427.10000000,1039006.51800000,1039006.51800000
2021-10-01,421.50000000,1440336.04100000,1440336.04100000
2021-09-30,387.50000000,1163674.20600000,1163674.20600000
2021-09-29,367.70000000,1696420.04500000,1696420.04500000
2021-09-28,333.00000000,922077.22700000,922077.22700000
2021-09-27,335.50000000,956544.06900000,956544.06900000
2021-09-26,344.00000000,1538759.16180000,1538759.16180000
2021-09-25,349.60000000,916797.61700000,916797.61700000
2021-09-24,355.00000000,1718950.21900000,1718950.21900000
2021-09-23,383.50000000,992215.17600000,992215.17600000
2021-09-22,379.00000000,1085212.97200000,1085212.97200000
2021-09-21,344.40000000,1577059.12610000,1577059.12610000
