,4b. close (USD),5. volume,6. market cap (USD)
2022-02-18,89.86000000,2010076.65000000,2010076.65000000
2022-02-17,93.52000000,2001081.30000000,2001081.30000000
2022-02-16,101.86000000,2123159.11000000,2123159.11000000
2022-02-15,105.52000000,2362223.45000000,2362223.45000000
2022-02-14,96.37000000,1792721.30000000,1792721.30000000
2022-02-13,92.85000000,1216083.38000000,1216083.38000000
2022-02-12,95.96000000,1803930.67000000,1803930.67000000
2022-02-11,96.53000000,2537227.68000000,2537227.68000000
2022-02-10,106.17000000,2781581.77000000,2781581.77000000
2022-02-09,113.93000000,2114411.38000000,2114411.38000000
2022-02-08,113.45000000,2811497.50000000,2811497.50000000
2022-02-07,117.55000000,2730695.80000000,2730695.80000000
2022-02-06,115.28000000,1561795.12000000,1561795.12000000
2022-02-05,113.75000000,2649019.14000000,2649019.14000000
2022-02-04,112.62000000,4186388.28000000,4186388.28000000
2022-02-03,101.77000000,3886563.56000000,3886563.56000000
2022-02-02,101.88000000,4863358.10000000,4863358.10000000
2022-02-01,110.02000000,4190507.65000000,4190507.65000000
2022-01-31,99.49000000,2414101.55000000,2414101.55000000
2022-01-30,93.29000000,1258037.51000000,1258037.51000000
2022-01-29,96.13000000,2050891.76000000,2050891.76000000
2022-01-28,91.34000000,2647317.17000000,2647317.17000000
2022-01-27,89.51000000,3530017.76000000,3530017.76000000
2022-01-26,92.12000000,4501340.69000000,4501340.69000000
2022-01-25,94.67000000,3482711.32000000,3482711.32000000
2022-01-24,91.93000000,6990036.71000000,6990036.71000000
2022-01-23,99.78000000,3561751.04000000,3561751.04000000
2022-01-22,94.54000000,6455608.98000000,6455608.98000000
2022-01-21,112.27000000,4523020.69000000,4523020.69000000
2022-01-20,127.54000000,1464593.98000000,1464593.98000000
2022-01-19,135.25000000,1175171.39000000,1175171.39000000
2022-01-18,141.22000000,1254337.17000000,1254337.17000000
2022-01-17,139.80000000,1297654.14000000,1297654.14000000
2022-01-16,147.98000000,964270.14000000,964270.14000000
2022-01-15,147.64000000,865014.75000000,865014.75000000
2022-01-14,146.17000000,1428145.30000000,1428145.30000000
2022-01-13,146.14000000,1984121.59000000,1984121.59000000
2022-01-12,151.51000000,1946788.76000000,1946788.76000000
2022-01-11,140.20000000,1328579.57000000,1328579.57000000
2022-01-10,135.86000000,1894512.51000000,1894512.51000000
2022-01-09,140.82000000,1435153.15000000,1435153.15000000
2022-01-08,142.14000000,2695415.51000000,2695415.51000000
2022-01-07,136.45000000,2719397.30000000,2719397.30000000
2022-01-06,150.26000000,1575071.30000000,1575071.30000000
2022-01-05,154.52000000,1659848.17000000,1659848.17000000
2022-01-04,167.72000000,1041332.63000000,1041332.63000000
2022-01-03,170.15000000,1031316.43000000,1031316.43000000
2022-01-02,176.35000000,620087.38000000,620087.38000000
2022-01-01,179.06000000,634599.39000000,634599.39000000
2021-12-31,169.99000000,1026603.34000000,1026603.34000000
2021-12-30,172.52000000,1022709.31000000,1022709.31000000
2021-12-29,170.63000000,1540603.75000000,1540603.75000000
2021-12-28,177.32000000,1997243.20000000,1997243.20000000
2021-12-27,195.67000000,1218331.38000000,1218331.38000000
2021-12-26,197.81000000,1539530.03000000,1539530.03000000
2021-12-25,193.10000000,1047151.86000000,1047151.86000000
2021-12-24,190.36000000,1657463.56000000,1657463.56000000
2021-12-23,190.03000000,1726907.30000000,1726907.30000000
2021-12-22,178.40000000,1379639.45000000,1379639.45000000
2021-12-21,179.63000000,1302766.60000000,1302766.60000000
2021-12-20,173.90000000,1448185.80000000,1448185.80000000
2021-12-19,179.93000000,1217882.60000000,1217882.60000000
2021-12-18,182.78000000,1218448.99000000,1218448.99000000
2021-12-17,175.51000000,2308612.94000000,2308612.94000000
2021-12-16,176.86000000,2482901.38000000,2482901.38000000
2021-12-15,178.52000000,3328550.89000000,3328550.89000000
2021-12-14,161.26000000,2151408.98000000,2151408.98000000
2021-12-13,155.21000000,2470231.82000000,2470231.82000000
2021-12-12,172.80000000,976615.96000000,976615.96000000
2021-12-11,172.15000000,1541656.11000000,1541656.11000000
2021-12-10,167.39000000,1862906.90000000,1862906.90000000
2021-12-09,181.11000000,1664934.25000000,1664934.25000000
2021-12-08,194.61000000,1670677.66000000,1670677.66000000
2021-12-07,190.19000000,1939707.91000000,1939707.91000000
2021-12-06,193.56000000,2815245.83000000,2815245.83000000
2021-12-05,196.43000000,2482292.26000000,2482292.26000000
2021-12-04,200.67000000,4895759.09000000,4895759.09000000
2021-12-03,211.65000000,2867134.41000000,2867134.41000000
2021-12-02,233.60000000,3042712.67000000,3042712.67000000
2021-12-01,229.81000000,2589478.23000000,2589478.23000000
2021-11-30,208.53000000,2176734.39000000,2176734.39000000
2021-11-29,204.09000000,1458763.57000000,1458763.57000000
2021-11-28,200.69000000,1560980.85000000,1560980.85000000
2021-11-27,192.74000000,1028955.27000000,1028955.27000000
2021-11-26,192.42000000,2776105.44000000,2776105.44000000
2021-11-25,209.97000000,1764837.19000000,1764837.19000000
2021-11-24,205.70000000,1878172.55000000,1878172.55000000
2021-11-23,221.75000000,1654017.24000000,1654017.24000000
2021-11-22,215.59000000,2456703.81000000,2456703.81000000
2021-11-21,230.51000000,1888280.05000000,1888280.05000000
2021-11-20,217.63000000,1560552.25000000,1560552.25000000
2021-11-19,215.25000000,2712585.78000000,2712585.78000000
2021-11-18,195.01000000,3077799.94000000,3077799.94000000
2021-11-17,218.94000000,2094790.54000000,2094790.54000000
2021-11-16,219.04000000,2557623.67000000,2557623.67000000
2021-11-15,238.20000000,1921128.24000000,1921128.24000000
2021-11-14,238.64000000,1075144.87000000,1075144.87000000
2021-11-13,241.59000000,1458387.39000000,1458387.39000000
2021-11-12,228.48000000,2114721.23000000,2114721.23000000
2021-11-11,233.37000000,1997993.90000000,1997993.90000000
2021-11-10,233.09000000,3092477.23000000,3092477.23000000
2021-11-09,239.04000000,2217088.06000000,2217088.06000000
2021-11-08,248.26000000,2301351.76000000,2301351.76000000
2021-11-07,249.68000000,1923092.87000000,1923092.87000000
2021-11-06,258.44000000,3046062.46000000,3046062.46000000
2021-11-05,236.06000000,2233800.23000000,2233800.23000000
2021-11-04,247.07000000,3552648.58000000,3552648.58000000
2021-11-03,243.37000000,5253716.35200000,5253716.35200000
2021-11-02,220.82000000,2876704.54200000,2876704.54200000
2021-11-01,203.90000000,3150076.28000000,3150076.28000000
2021-10-31,202.49000000,2375757.35000000,2375757.35000000
2021-10-30,195.70000000,1609573.37000000,1609573.37000000
2021-10-29,200.41000000,2484214.02000000,2484214.02000000
2021-10-28,195.42000000,3503774.60000000,3503774.60000000
2021-10-27,184.49000000,5003626.21000000,5003626.21000000
2021-10-26,199.85000000,3168707.16000000,3168707.16000000
2021-10-25,209.70000000,4914479.29000000,4914479.29000000
2021-10-24,202.14000000,3573960.26000000,3573960.26000000
2021-10-23,197.75000000,3274703.05000000,3274703.05000000
2021-10-22,196.29000000,8364239.42000000,8364239.42000000
2021-10-21,190.50000000,7853710.77000000,7853710.77000000
2021-10-20,176.72000000,3884374.70000000,3884374.70000000
2021-10-19,155.78000000,1821550.17000000,1821550.17000000
2021-10-18,157.12000000,2240606.17000000,2240606.17000000
2021-10-17,160.12000000,3070422.13000000,3070422.13000000
2021-10-16,157.54000000,1985241.59000000,1985241.59000000
2021-10-15,163.18000000,5388612.07000000,5388612.07000000
2021-10-14,150.02000000,2654600.61000000,2654600.61000000
2021-10-13,148.04000000,2760546.00000000,2760546.00000000
2021-10-12,152.32000000,3377483.32000000,3377483.32000000
2021-10-11,144.77000000,2211323.14000000,2211323.14000000
2021-10-10,147.55000000,2037895.69000000,2037895.69000000
2021-10-09,156.84000000,1833309.02000000,1833309.02000000
2021-10-08,158.86000000,3735085.38000000,3735085.38000000
2021-10-07,154.26000000,3251376.58000000,3251376.58000000
2021-10-06,153.87000000,4499161.76000000,4499161.76000000
2021-10-05,164.62000000,3378441.71000000,3378441.71000000
2021-10-04,167.13000000,4312499.92000000,4312499.92000000
2021-10-03,172.98000000,4233767.25000000,4233767.25000000
2021-10-02,168.98000000,5059987.02000000,5059987.02000000
2021-10-01,161.56000000,6742166.88000000,6742166.88000000
2021-09-30,141.37000000,3361454.58000000,3361454.58000000
2021-09-29,135.25000000,3685498.28000000,3685498.28000000
2021-09-28,132.20000000,3899945.58000000,3899945.58000000
2021-09-27,136.35000000,5195624.27000000,5195624.27000000
2021-09-26,135.64000000,4342156.13000000,4342156.13000000
2021-09-25,136.06000000,3212733.31000000,3212733.31000000
2021-09-24,139.13000000,6710404.45000000,6710404.45000000
2021-09-23,149.91000000,5188932.77000000,5188932.77000000
2021-09-22,148.02000000,7460596.34000000,7460596.34000000
2021-09-21,124.29000000,9608867.72000000,9608867.72000000
2021-09-20,132.77000000,10153368.71000000,10153368.71000000
2021-09-19,152.76000000,4945800.10000000,4945800.10000000
2021-09-18,169.22000000,8229799.94000000,8229799.94000000
2021-09-17,147.58000000,7629925.55000000,7629925.55000000
2021-09-16,152.29000000,4739595.73000000,4739595.73000000
2021-09-15,158.79000000,6107319.60000000,6107319.60000000
2021-09-14,158.88000000,7981396.52000000,7981396.52000000
2021-09-13,169.53000000,8423839.46000000,8423839.46000000
2021-09-12,174.29000000,3661211.64000000,3661211.64000000
2021-09-11,179.04000000,6794663.25000000,6794663.25000000
2021-09-10,179.60000000,9055410.70000000,9055410.70000000
2021-09-09,187.90000000,16349677.82000000,16349677.82000000
2021-09-08,191.02000000,16666845.80000000,16666845.80000000
2021-09-07,173.46000000,24376489.01100000,24376489.01100000
2021-09-06,164.22000000,8435542.35300000,8435542.35300000
2021-09-05,142.00000000,4619885.42000000,4619885.42000000
2021-09-04,138.88000000,6134062.52600000,6134062.52600000
2021-09-03,146.40000000,11927061.37000000,11927061.37000000
2021-09-02,128.23000000,9206853.47200000,9206853.47200000
2021-09-01,110.71000000,8028303.79000000,8028303.79000000
2021-08-31,108.27000000,16509565.59200000,16509565.59200000
2021-08-30,110.25000000,11109542.61500000,11109542.61500000
2021-08-29,94.23000000,4171861.65000000,4171861.65000000
2021-08-28,96.22000000,5774371.25800000,5774371.25800000
2021-08-27,87.98000000,8785637.09300000,8785637.09300000
2021-08-26,74.92000000,6563670.74700000,6563670.74700000
2021-08-25,71.97300000,5069064.80400000,5069064.80400000
2021-08-24,70.52700000,6792636.13700000,6792636.13700000
2021-08-23,75.62300000,4150780.59500000,4150780.59500000
2021-08-22,72.77500000,2862187.05300000,2862187.05300000
2021-08-21,73.80100000,5131799.36200000,5131799.36200000
2021-08-20,78.64300000,5705076.72200000,5705076.72200000
2021-08-19,72.76400000,7819221.59800000,7819221.59800000
2021-08-18,72.66300000,15022132.45300000,15022132.45300000
2021-08-17,64.12300000,14953825.95000000,14953825.95000000
2021-08-16,62.01600000,15014364.92800000,15014364.92800000
2021-08-15,53.53100000,6264283.56500000,6264283.56500000
2021-08-14,44.14000000,1548818.72200000,1548818.72200000
2021-08-13,44.83000000,2281339.99000000,2281339.99000000
2021-08-12,41.10200000,2413664.41200000,2413664.41200000
2021-08-11,41.62100000,2512250.55500000,2512250.55500000
2021-08-10,40.64000000,2603195.66500000,2603195.66500000
2021-08-09,38.64600000,2128198.74100000,2128198.74100000
2021-08-08,37.65000000,2030535.72300000,2030535.72300000
2021-08-07,39.46900000,3561767.70100000,3561767.70100000
2021-08-06,39.52500000,3951317.57400000,3951317.57400000
2021-08-05,37.35300000,4059371.08300000,4059371.08300000
2021-08-04,35.76000000,2847838.66900000,2847838.66900000
2021-08-03,34.10500000,3490191.63800000,3490191.63800000
2021-08-02,33.16700000,3105881.29400000,3105881.29400000
2021-08-01,34.16500000,3490975.15800000,3490975.15800000
2021-07-31,36.74400000,4320145.53700000,4320145.53700000
2021-07-30,32.35400000,4970660.00900000,4970660.00900000
2021-07-29,31.23500000,3692050.44500000,3692050.44500000
2021-07-28,27.87500000,2329901.55900000,2329901.55900000
2021-07-27,28.10300000,3008374.75700000,3008374.75700000
2021-07-26,28.18400000,6221691.89700000,6221691.89700000
2021-07-25,28.24800000,2350991.53400000,2350991.53400000
2021-07-24,28.61600000,2678108.81000000,2678108.81000000
2021-07-23,28.51600000,3040520.32100000,3040520.32100000
2021-07-22,27.69900000,2643783.14400000,2643783.14400000
2021-07-21,26.70000000,4561993.00700000,4561993.00700000
2021-07-20,23.47400000,3555428.54200000,3555428.54200000
2021-07-19,24.50900000,3131177.97700000,3131177.97700000
2021-07-18,26.67300000,1727601.78800000,1727601.78800000
2021-07-17,26.80200000,2122389.10100000,2122389.10100000
2021-07-16,26.27100000,2923575.79200000,2923575.79200000
2021-07-15,28.54500000,3643011.52900000,3643011.52900000
2021-07-14,31.36500000,3434185.17800000,3434185.17800000
2021-07-13,29.13600000,1837132.43600000,1837132.43600000
2021-07-12,30.77000000,2251239.26900000,2251239.26900000
2021-07-11,32.18200000,1944815.80400000,1944815.80400000
2021-07-10,31.69300000,2838074.58600000,2838074.58600000
2021-07-09,33.31500000,2810263.60200000,2810263.60200000
2021-07-08,33.14200000,4495022.54000000,4495022.54000000
2021-07-07,36.67300000,4609258.55300000,4609258.55300000
2021-07-06,34.22600000,3289698.06100000,3289698.06100000
2021-07-05,32.90800000,3008984.08200000,3008984.08200000
2021-07-04,34.28000000,2972213.41800000,2972213.41800000
2021-07-03,34.49800000,3063406.14100000,3063406.14100000
2021-07-02,34.00000000,4324198.27600000,4324198.27600000
2021-07-01,33.27100000,4488924.89900000,4488924.89900000
2021-06-30,35.51000000,5361423.66500000,5361423.66500000
2021-06-29,33.97000000,4476285.79200000,4476285.79200000
2021-06-28,33.00100000,4996728.01300000,4996728.01300000
2021-06-27,31.89700000,5851211.91400000,5851211.91400000
2021-06-26,29.69800000,6492984.23400000,6492984.23400000
2021-06-25,28.64100000,7293143.17600000,7293143.17600000
2021-06-24,31.14100000,7214092.91200000,7214092.91200000
2021-06-23,30.83700000,11966311.25300000,11966311.25300000
2021-06-22,26.95800000,15788825.95600000,15788825.95600000
2021-06-21,26.59000000,8213916.62700000,8213916.62700000
2021-06-20,35.25700000,3938821.53000000,3938821.53000000
2021-06-19,35.19000000,2216638.02800000,2216638.02800000
2021-06-18,36.82000000,3777138.80600000,3777138.80600000
2021-06-17,39.26500000,3274621.97800000,3274621.97800000
2021-06-16,39.72800000,5055331.86800000,5055331.86800000
2021-06-15,39.53600000,3725999.56100000,3725999.56100000
2021-06-14,39.69400000,4590144.27900000,4590144.27900000
2021-06-13,38.70600000,4063329.11200000,4063329.11200000
2021-06-12,36.47600000,5196242.99800000,5196242.99800000
2021-06-11,36.15700000,4760990.07800000,4760990.07800000
2021-06-10,41.10500000,5155108.07100000,5155108.07100000
2021-06-09,42.03200000,10764252.93600000,10764252.93600000
2021-06-08,41.24500000,16902544.67500000,16902544.67500000
2021-06-07,38.23500000,8050031.33500000,8050031.33500000
2021-06-06,42.20500000,6151664.29400000,6151664.29400000
2021-06-05,39.63300000,8654823.19500000,8654823.19500000
2021-06-04,37.33800000,8825815.93800000,8825815.93800000
2021-06-03,39.60200000,7862225.09400000,7862225.09400000
2021-06-02,33.99400000,4549289.13300000,4549289.13300000
2021-06-01,30.93800000,4046865.20200000,4046865.20200000
2021-05-31,32.75000000,5173286.47100000,5173286.47100000
2021-05-30,28.58800000,3964240.91900000,3964240.91900000
2021-05-29,27.38800000,3911549.60000000,3911549.60000000
2021-05-28,28.98900000,6370726.75100000,6370726.75100000
2021-05-27,33.74700000,5698854.67600000,5698854.67600000
2021-05-26,35.43000000,10601343.23400000,10601343.23400000
2021-05-25,29.97300000,10300933.60800000,10300933.60800000
2021-05-24,31.41600000,15414302.32300000,15414302.32300000
2021-05-23,24.53600000,25787150.86400000,25787150.86400000
2021-05-22,31.22200000,10122098.00500000,10122098.00500000
2021-05-21,38.92500000,13740700.64100000,13740700.64100000
2021-05-20,44.42000000,17869805.90800000,17869805.90800000
2021-05-19,34.98800000,22259967.84900000,22259967.84900000
2021-05-18,55.97700000,12538546.69800000,12538546.69800000
2021-05-17,46.70800000,13839076.47800000,13839076.47800000
2021-05-16,46.85000000,13162867.42900000,13162867.42900000
2021-05-15,43.48600000,3357108.61700000,3357108.61700000
2021-05-14,42.70000000,3421838.27700000,3421838.27700000
2021-05-13,41.04900000,7162647.06100000,7162647.06100000
2021-05-12,43.70900000,7592760.12800000,7592760.12800000
2021-05-11,44.53800000,2758407.69400000,2758407.69400000
2021-05-10,42.85400000,2869549.01700000,2869549.01700000
2021-05-09,44.33000000,3095018.71700000,3095018.71700000
2021-05-08,45.61200000,2539093.01100000,2539093.01100000
2021-05-07,43.18200000,3259646.39900000,3259646.39900000
2021-05-06,43.49600000,2337263.01200000,2337263.01200000
2021-05-05,44.98000000,2772821.52300000,2772821.52300000
2021-05-04,42.63600000,4180557.38100000,4180557.38100000
2021-05-03,45.91200000,3686007.36900000,3686007.36900000
2021-05-02,46.89700000,3794411.24500000,3794411.24500000
2021-05-01,49.67000000,5804048.04500000,5804048.04500000
2021-04-30,42.78600000,3302673.31100000,3302673.31100000
2021-04-29,42.48400000,5805381.22100000,5805381.22100000
2021-04-28,44.83300000,7855066.31900000,7855066.31900000
2021-04-27,43.14700000,7101848.71800000,7101848.71800000
2021-04-26,43.87800000,11079170.60200000,11079170.60200000
2021-04-25,47.40500000,11964753.80100000,11964753.80100000
2021-04-24,40.84010000,9722785.06000000,9722785.06000000
2021-04-23,37.38930000,14705148.48000000,14705148.48000000
2021-04-22,38.90000000,14017530.86000000,14017530.86000000
2021-04-21,32.55340000,6573327.09000000,6573327.09000000
2021-04-20,31.70280000,7036100.92000000,7036100.92000000
2021-04-19,31.47110000,12075270.90000000,12075270.90000000
2021-04-18,32.33580000,11699397.05000000,11699397.05000000
2021-04-17,24.85000000,2442737.39000000,2442737.39000000
2021-04-16,25.29960000,2673912.32000000,2673912.32000000
2021-04-15,27.78160000,2146653.64000000,2146653.64000000
2021-04-14,26.40670000,3623963.28000000,3623963.28000000
2021-04-13,27.45070000,2275774.43000000,2275774.43000000
2021-04-12,28.54240000,2842013.26000000,2842013.26000000
2021-04-11,27.85170000,2517685.81000000,2517685.81000000
2021-04-10,26.80210000,2705997.06000000,2705997.06000000
2021-04-09,27.61720000,3037133.30000000,3037133.30000000
2021-04-08,26.93840000,4209553.61000000,4209553.61000000
2021-04-07,26.53850000,7815658.63000000,7815658.63000000
2021-04-06,25.05480000,3326493.23000000,3326493.23000000
2021-04-05,22.97170000,2821214.21000000,2821214.21000000
2021-04-04,23.77550000,5274539.83000000,5274539.83000000
2021-04-03,22.50000000,6266319.50000000,6266319.50000000
2021-04-02,19.75010000,1773300.55000000,1773300.55000000
2021-04-01,19.04430000,2230609.34000000,2230609.34000000
2021-03-31,19.38610000,2784733.45000000,2784733.45000000
2021-03-30,19.06850000,3808354.10000000,3808354.10000000
2021-03-29,18.95040000,3064381.78000000,3064381.78000000
2021-03-28,18.06450000,7200727.49000000,7200727.49000000
2021-03-27,16.45890000,4053893.70000000,4053893.70000000
2021-03-26,14.76640000,2972281.77000000,2972281.77000000
2021-03-25,12.97870000,2292323.10000000,2292323.10000000
2021-03-24,13.59730000,2317339.72000000,2317339.72000000
2021-03-23,14.15520000,2004427.43000000,2004427.43000000
2021-03-22,14.79640000,5102991.54000000,5102991.54000000
2021-03-21,14.33720000,1191850.82000000,1191850.82000000
2021-03-20,14.18940000,1393209.56000000,1393209.56000000
2021-03-19,14.15520000,1461762.29000000,1461762.29000000
2021-03-18,14.20400000,1576671.71000000,1576671.71000000
2021-03-17,14.20180000,1703006.56000000,1703006.56000000
2021-03-16,13.63920000,2501657.49000000,2501657.49000000
2021-03-15,14.15770000,2020949.93000000,2020949.93000000
2021-03-14,14.46050000,1750244.94000000,1750244.94000000
2021-03-13,15.30330000,2632320.37000000,2632320.37000000
2021-03-12,14.55970000,3678388.38000000,3678388.38000000
2021-03-11,16.03100000,4125742.57000000,4125742.57000000
2021-03-10,14.20480000,1943926.10000000,1943926.10000000
2021-03-09,14.83900000,2594490.90000000,2594490.90000000
2021-03-08,13.60280000,2116684.52000000,2116684.52000000
2021-03-07,13.81740000,2999418.25000000,2999418.25000000
2021-03-06,13.04210000,3061674.23000000,3061674.23000000
2021-03-05,12.53820000,2069391.25000000,2069391.25000000
2021-03-04,13.05080000,2764372.37000000,2764372.37000000
2021-03-03,14.07420000,3277327.93000000,3277327.93000000
2021-03-02,13.94380000,4128426.11000000,4128426.11000000
2021-03-01,14.98550000,5511248.26000000,5511248.26000000
2021-02-28,13.08870000,7231344.75000000,7231344.75000000
2021-02-27,13.19160000,6232463.19000000,6232463.19000000
2021-02-26,13.59620000,8029513.17000000,8029513.17000000
2021-02-25,13.84420000,9520373.92000000,9520373.92000000
2021-02-24,17.16910000,10777544.75000000,10777544.75000000
2021-02-23,15.22440000,24306320.76000000,24306320.76000000
2021-02-22,14.41910000,14711670.80000000,14711670.80000000
2021-02-21,11.07530000,3694265.15000000,3694265.15000000
2021-02-20,9.98690000,4731324.37000000,4731324.37000000
2021-02-19,11.49120000,7106323.06000000,7106323.06000000
2021-02-18,8.97710000,2479859.19000000,2479859.19000000
2021-02-17,8.23570000,3331645.44000000,3331645.44000000
2021-02-16,8.30020000,2257217.69000000,2257217.69000000
2021-02-15,8.85160000,3424896.19000000,3424896.19000000
2021-02-14,8.71580000,2889949.04000000,2889949.04000000
2021-02-13,8.74410000,3487478.68000000,3487478.68000000
2021-02-12,9.20000000,2867258.84000000,2867258.84000000
2021-02-11,9.20040000,5694878.77000000,5694878.77000000
2021-02-10,9.09000000,4419421.79000000,4419421.79000000
2021-02-09,7.80050000,4803489.37000000,4803489.37000000
2021-02-08,7.85500000,6719151.08000000,6719151.08000000
2021-02-07,6.69760000,5111066.89000000,5111066.89000000
2021-02-06,6.12250000,5040208.25000000,5040208.25000000
2021-02-05,6.70050000,4235525.49000000,4235525.49000000
2021-02-04,6.40850000,5609382.39000000,5609382.39000000
2021-02-03,5.73110000,3977458.72000000,3977458.72000000
2021-02-02,5.23310000,5278922.61000000,5278922.61000000
2021-02-01,4.61480000,2097052.47000000,2097052.47000000
2021-01-31,4.25250000,5438870.48000000,5438870.48000000
2021-01-30,4.22800000,3944655.04000000,3944655.04000000
2021-01-29,3.82930000,2992168.86000000,2992168.86000000
2021-01-28,3.81000000,2055425.01000000,2055425.01000000
2021-01-27,3.67500000,2491757.82000000,2491757.82000000
2021-01-26,4.04100000,6618303.90000000,6618303.90000000
2021-01-25,3.70380000,6791542.33000000,6791542.33000000
2021-01-24,3.62780000,2457759.67000000,2457759.67000000
2021-01-23,3.50790000,2269454.70000000,2269454.70000000
2021-01-22,3.33520000,6481502.65000000,6481502.65000000
2021-01-21,2.98990000,4375407.94000000,4375407.94000000
2021-01-20,3.71660000,4801640.28000000,4801640.28000000
2021-01-19,3.62870000,4768719.77000000,4768719.77000000
2021-01-18,3.78680000,6226924.77000000,6226924.77000000
2021-01-17,3.82680000,8531899.81000000,8531899.81000000
2021-01-16,3.42470000,8562549.63000000,8562549.63000000
2021-01-15,3.24750000,4812542.83000000,4812542.83000000
2021-01-14,3.29210000,6422109.73000000,6422109.73000000
2021-01-13,3.52420000,5123655.80000000,5123655.80000000
2021-01-12,3.63540000,7075911.68000000,7075911.68000000
2021-01-11,3.10160000,8734261.68000000,8734261.68000000
2021-01-10,3.44900000,5819813.51000000,5819813.51000000
2021-01-09,3.38290000,9881188.65000000,9881188.65000000
2021-01-08,3.22140000,29866396.67000000,29866396.67000000
2021-01-07,2.36350000,30861006.24000000,30861006.24000000
2021-01-06,1.94140000,8451529.47000000,8451529.47000000
2021-01-05,2.16360000,6702006.99000000,6702006.99000000
2021-01-04,2.49090000,7800814.80000000,7800814.80000000
2021-01-03,2.17790000,8318341.13000000,8318341.13000000
2021-01-02,1.79990000,5253819.62000000,5253819.62000000
2021-01-01,1.84210000,4421991.45000000,4421991.45000000
2020-12-31,1.50730000,2169627.35000000,2169627.35000000
2020-12-30,1.53500000,2171296.28000000,2171296.28000000
2020-12-29,1.67040000,4870104.61000000,4870104.61000000
2020-12-28,1.51720000,2158620.57000000,2158620.57000000
2020-12-27,1.30370000,2170898.45000000,2170898.45000000
2020-12-26,1.32580000,912192.33000000,912192.33000000
2020-12-25,1.44640000,1391332.89000000,1391332.89000000
2020-12-24,1.36120000,1784967.07000000,1784967.07000000
2020-12-23,1.19800000,4351555.90000000,4351555.90000000
2020-12-22,1.49000000,2035459.30000000,2035459.30000000
2020-12-21,1.53310000,1265977.95000000,1265977.95000000
2020-12-20,1.56350000,1368277.59000000,1368277.59000000
